nombre,categoria,sku,codigo_barras,precio_bs,precio_usd,costo_bs,costo_usd,stock_minimo
BASE PORTA CELULAR CON CARGADOR 3.1A (VOLANTE) 1X100,AUTO ASIA,AA-3040-0004,,2848.26,11.04,1424.13,5.52,1
BASE PORTA CELULAR METAL TIPO ARAÑA 1X46,AUTO ASIA,AA-AA18-006,,4466.86,17.32,2233.43,8.66,1
BASE PORTA CELULAR SOLO (VOLANTE) 1X50,AUTO ASIA,AA-3040-0005,,2309.73,8.96,1154.86,4.48,1
BASTONES CG125/EEX RIN PALETA 1X5,AUTO ASIA,AA-3014-0002,,12314.55,47.75,6157.27,23.87,1
BASTONES CG125/EEX RIN RAYO 1X5,AUTO ASIA,AA-3014-0003,,12314.55,47.75,6157.27,23.87,1
BASTONES EH1 1X4,AUTO ASIA,AA-3014-0006,,15916.76,61.71,7958.38,30.86,1
BASTONES EOW 2009 1X4,AUTO ASIA,AA-3014-0010,,16506.16,64.00,8253.08,32.00,1
BASTONES EOW GS/SGN125 1X5,AUTO ASIA,AA-3014-0015,,18911.62,73.32,9455.81,36.66,1
BASTONES ETX RIN DE RAYO 1X4,AUTO ASIA,AA-3014-0012,,21370.94,82.86,10685.47,41.43,1
BASTONES GY6 1X5,AUTO ASIA,AA-3014-0004,,11321.24,43.89,5660.62,21.95,1
BASTONES HJ125/SCOOTER SKYHAW (100) 1X5,AUTO ASIA,AA-3014-0005,,12407.29,48.11,6203.65,24.05,1
BASTONES YJO-50/YJO/ARTISTIC RIN DE DISCO (GRIS) 1X10,AUTO ASIA,AA-3014-0008,,8975.62,34.80,4487.81,17.40,1
BASTONES YJO-50/YJO/ARTISTIC RIN DE DISCO (NEGRO) 1X10,AUTO ASIA,AA-3014-0009,,8975.62,34.80,4487.81,17.40,1
BATERIA 12N6.5-B5 SELLADO CG150 1X10,AUTO ASIA,AA-2001-0001,,5998.70,23.26,2999.35,11.63,1
BATERIA 12N7A-BS SELLADO EOW/ESP 1X10,AUTO ASIA,AA-2001-0002,,7386.93,28.64,3693.47,14.32,1
BATERIA 12N7B-BS SELLADO EH1 1X10,AUTO ASIA,AA-2001-0003,,7533.53,29.21,3766.77,14.60,1
BATERIA 12N7B-BS SELLADO EH2 POLARIDAD INV 1X10,AUTO ASIA,AA-2001-0004,,7168.53,27.79,3584.26,13.90,1
BATERIA 12V18AH-BS BCARGUE 1X10,AUTO ASIA,AA-2001-0012,,18648.34,72.30,9324.17,36.15,1
BATERIA YTX14-BS SELLADO SVT 1X8,AUTO ASIA,AA-2001-0005,,12434.22,48.21,6217.11,24.10,1
BATERIA YTX14L-BS  SELLADO KLR 1X8,AUTO ASIA,AA-2001-0006,,13604.04,52.75,6802.02,26.37,1
BATERIA YTX4L-BS SELLADO YJO 1X10,AUTO ASIA,AA-2001-0007,,5047.29,19.57,2523.64,9.78,1
BATERIA YTX7A-BS SELLADO SCOOTER 1X10,AUTO ASIA,AA-2001-0008,,7680.14,29.78,3840.07,14.89,1
BATERIA YTX7L-BS SELLADO ETX 1X10,AUTO ASIA,AA-2001-0009,,7533.53,29.21,3766.77,14.60,1
BATERIA YTX9A-BS SELLADO SDR 1X10,AUTO ASIA,AA-2001-0010,,8191.75,31.76,4095.87,15.88,1
BENDIX DE CREMALLERA DE ARRANQUE YJO 3KJ 1X200,AUTO ASIA,AA-2003-0012,,768.91,2.98,384.46,1.49,1
BIELA BD200 1X50,AUTO ASIA,AA-1017-0002,,2839.29,11.01,1419.64,5.50,1
BIELA CG150 1X50,AUTO ASIA,AA-1017-0001,,2462.31,9.55,1231.16,4.77,1
BIELA EH1 16MM (EOW) 1X50,AUTO ASIA,AA-1017-0005,,2462.31,9.55,1231.16,4.77,1
BIELA EH1 18MM 1X50,AUTO ASIA,AA-1017-0006,,2462.31,9.55,1231.16,4.77,1
BIELA EH1 2011 1X50,AUTO ASIA,AA-1017-0007,,2462.31,9.55,1231.16,4.77,1
BIELA EMA GY6 1X50,AUTO ASIA,AA-1017-0008,,2839.29,11.01,1419.64,5.50,1
BIELA ETX 1X50,AUTO ASIA,AA-1017-0009,,2695.68,10.45,1347.84,5.23,1
BIELA SEN125 1X50,AUTO ASIA,AA-1017-0003,,2731.58,10.59,1365.79,5.30,1
BIELA SGN125 1X50,AUTO ASIA,AA-1017-0004,,2839.29,11.01,1419.64,5.50,1
BIELA U200 1X50,AUTO ASIA,AA-1017-0010,,2848.26,11.04,1424.13,5.52,1
BOBINA B150R 1X50,AUTO ASIA,AA-2009-0016,,927.48,3.60,463.74,1.80,1
BOBINA DE LUZ PLATINERA SAX 1X200,AUTO ASIA,AA-2009-0002,,1756.23,6.81,878.11,3.40,1
BOBINA EH1 RACING 1X50,AUTO ASIA,AA-2009-0007,,1238.64,4.80,619.32,2.40,1
BOBINA EH1 RACING PVC 1X50,AUTO ASIA,AA-2009-0008,,1092.03,4.23,546.02,2.12,1
BOBINA EH1/CG150/B150S 1X50,AUTO ASIA,AA-2009-0009,,855.68,3.32,427.84,1.66,1
BOBINA EMA RACING PVC 1X50,AUTO ASIA,AA-2009-0012,,1265.56,4.91,632.78,2.45,1
BOBINA ESS 1X50,AUTO ASIA,AA-2009-0017,,1804.10,6.99,902.05,3.50,1
BOBINA GY6 RACING 1X50,AUTO ASIA,AA-2009-0005,,1265.56,4.91,632.78,2.45,1
BOBINA GY6/EMA/BWS 1X50,AUTO ASIA,AA-2009-0004,,927.48,3.60,463.74,1.80,1
BOBINA KLR 1X50,AUTO ASIA,AA-2009-0010,,1923.77,7.46,961.89,3.73,1
BOBINA PLATINERA ENCENDIDO SAX 1X200,AUTO ASIA,AA-2009-0013,,1077.07,4.18,538.54,2.09,1
BOBINA RACING PVC MD 1X50,AUTO ASIA,AA-2009-0015,,1178.80,4.57,589.40,2.29,1
BOBINA SAX 1X50,AUTO ASIA,AA-2009-0001,,1310.44,5.08,655.22,2.54,1
BOBINA SGN125H 1X50,AUTO ASIA,AA-2009-0003,,1813.07,7.03,906.54,3.51,1
BOBINA SHJ150 1X50,AUTO ASIA,AA-2009-0006,,912.52,3.54,456.26,1.77,1
BOLSO/MORRAL LED KNIGHT BACKPACK DOODLE (GRAFITI) 1X2,AUTO ASIA,AA-3039-0070,,66449.48,257.64,33224.74,128.82,1
BOLSO/MORRAL LED KNINGT BACKPACK (NEGRO) 1X2,AUTO ASIA,AA-3039-0069,,66449.48,257.64,33224.74,128.82,1
BOMBA DE ACEITE ABA JAGUAR 2024 1X125,AUTO ASIA,AA-1038-0013,,957.40,3.71,478.70,1.86,1
BOMBA DE ACEITE CG150 1X50,AUTO ASIA,AA-1038-0006,,1259.58,4.88,629.79,2.44,1
BOMBA DE ACEITE EH1 1X125,AUTO ASIA,AA-1038-0005,,942.44,3.65,471.22,1.83,1
BOMBA DE ACEITE EOU 1X200,AUTO ASIA,AA-1038-0008,,1436.10,5.57,718.05,2.78,1
BOMBA DE ACEITE EOW GS 1X100,AUTO ASIA,AA-1038-0009,,1211.71,4.70,605.85,2.35,1
BOMBA DE ACEITE EOW/EA2/ETX/ERKV/ESP2 1X125,AUTO ASIA,AA-1038-0010,,1492.94,5.79,746.47,2.89,1
BOMBA DE ACEITE ERK 37T 1X125,AUTO ASIA,AA-1038-0012,,1768.20,6.86,884.10,3.43,1
BOMBA DE ACEITE GY6125/150CC SCOOTER 1X125,AUTO ASIA,AA-1038-0004,,909.53,3.53,454.76,1.76,1
BOMBA DE ACEITE SAX 1X50,AUTO ASIA,AA-1038-0001,,2860.23,11.09,1430.11,5.54,1
BOMBA DE ACEITE SGN125 1X200,AUTO ASIA,AA-1038-0003,,1699.38,6.59,849.69,3.29,1
BOMBA DE ACEITE YDT-175 1X50,AUTO ASIA,AA-1038-0002,,2818.34,10.93,1409.17,5.46,1
BOMBA DE ACEITE YJO50-3KJ 1X50,AUTO ASIA,AA-1038-0007,,2860.23,11.09,1430.11,5.54,1
BOMBA DE FRENO CON MANILLA B150S 1X50,AUTO ASIA,AA-3025-0015,,1546.80,6.00,773.40,3.00,1
BOMBA DE FRENO CON MANILLA BLE 2024 1X50,AUTO ASIA,AA-3025-0013,,2573.01,9.98,1286.50,4.99,1
BOMBA DE FRENO CON MANILLA EH1 1X50,AUTO ASIA,AA-3025-0002,,1546.80,6.00,773.40,3.00,1
BOMBA DE FRENO CON MANILLA EOU DERECHA 1X50,AUTO ASIA,AA-3025-0003,,1693.40,6.57,846.70,3.28,1
BOMBA DE FRENO CON MANILLA ETX 1X50,AUTO ASIA,AA-3025-0005,,2001.56,7.76,1000.78,3.88,1
BOMBA DE FRENO CON MANILLA SGN125 1X50,AUTO ASIA,AA-3025-0001,,1325.40,5.14,662.70,2.57,1
BOMBA DE FRENO CON MANILLA UNIDAD GY6 (D) 1X50,AUTO ASIA,AA-3025-0006,,1621.59,6.29,810.80,3.14,1
BOMBA DE FRENO TRASERO CG150 1X50,AUTO ASIA,AA-3025-0007,,1621.59,6.29,810.80,3.14,1
BOMBA DE FRENO TRASERO ETX 1X50,AUTO ASIA,AA-3025-0010,,2357.60,9.14,1178.80,4.57,1
BOMBA DE GASOLINA GY6/SCOOTER 3 PICOS 1X100,AUTO ASIA,AA-2015-0021,,2294.77,8.90,1147.38,4.45,1
BOMBA DE GASOLINA SKG 1X100,AUTO ASIA,AA-2015-0016,,2309.73,8.96,1154.86,4.48,1
BOMBA FRENO EMA ELEGANCE DERECHA 1X50,AUTO ASIA,AA-3025-0018,,1842.99,7.15,921.50,3.57,1
BOMBA FRENO EMA ELEGANCE IZQUIERDA 1X50,AUTO ASIA,AA-3025-0019,,1842.99,7.15,921.50,3.57,1
BOMBA FRENO GY6 IZQUIERDA 1X50,AUTO ASIA,AA-3025-0017,,1768.20,6.86,884.10,3.43,1
BOMBA FRENO TRASERA CG200 CON ENVASE LIGA DE FRENO 1X50,AUTO ASIA,AA-3025-0020,,1621.59,6.29,810.80,3.14,1
BOMBA FRENO TRASERA CG200 SIN ENVASE LIGA DE FRENO 1X50,AUTO ASIA,AA-3025-0021,,1516.88,5.88,758.44,2.94,1
BOMBILLO 12V CRUCE-INCANDESCENTE (PAQ 10UND)  1X2000,AUTO ASIA,AA-2023-0001,,721.04,2.80,360.52,1.40,1
BOMBILLO 12V STOP-INCANDESCENTES (PAQ 10 UNID) 1X1000,AUTO ASIA,AA-2023-0003,,1289.50,5.00,644.75,2.50,1
BOMBILLO DE STOP BS-2239 DECORATIVO B 1X500,AUTO ASIA,AA-2023-0005,,780.88,3.03,390.44,1.51,1
BOMBILLO DE STOP BS-2313 DECORATIVO A 1X500,AUTO ASIA,AA-2023-0004,,780.88,3.03,390.44,1.51,1
BOMBILLO DEL SOCATE H4 MOD-01 1X300,AUTO ASIA,AA-AA27-002,,1418.15,5.50,709.07,2.75,1
BOMBILLO FARO (INCANDESCENTES) 1X500,AUTO ASIA,AA-2023-0002,,170.54,0.66,85.27,0.33,1
BOMBILLO FARO TIPO HID CONVENC.1X1000,AUTO ASIA,AA-2023-0006,,188.49,0.73,94.24,0.37,1
BOMBILLO FARO TIPO HID PIRAMIDAL 1X1000,AUTO ASIA,AA-2023-0007,,188.49,0.73,94.24,0.37,1
BOMBILLO H4 LED 3 PATAS (FARO)  KL106 1X500,AUTO ASIA,AA-2023-0008,,514.60,2.00,257.30,1.00,1
BOMBILLO H4 LED 3 PATAS 3 CARAS (FARO) KL104 1X500,AUTO ASIA,AA-2023-0010,,1047.16,4.06,523.58,2.03,1
BOMBILLO H4 LED DE 33 LUCES (FARO) KL322 1X500,AUTO ASIA,AA-2023-0011,,768.91,2.98,384.46,1.49,1
BOMBILLO HALOGENO H4 FARO  1X500,AUTO ASIA,AA-2023-0012,,430.83,1.67,215.41,0.84,1
BOMBILLO HALOGENO H4 FARO CON FILTRO UV  1X400,AUTO ASIA,AA-2023-0013,,430.83,1.67,215.41,0.84,1
BOMBILLO HALOGENO H7 FARO 1X500,AUTO ASIA,AA-2023-0014,,394.93,1.53,197.46,0.77,1
BOMBILLO KL325 (PAQ 10 UNIDADES) 1X500,AUTO ASIA,AA-2023-0015,,3611.19,14.00,1805.59,7.00,1
BOMBILLO KL406 1X500,AUTO ASIA,AA-2023-0022,,709.07,2.75,354.54,1.37,1
BOMBILLO LED 2 CARAS 2 CONTACTOS HN-C003,AUTO ASIA,AA-2023-0045,,1385.24,5.37,692.62,2.69,1
BOMBILLO LED 2 CARAS 2 CONTACTOS HN-WZ-201,AUTO ASIA,AA-2023-0070,,894.57,3.47,447.28,1.73,1
BOMBILLO LED 2 CONTACTOOS 2 CARAS HN-C021,AUTO ASIA,AA-2023-0082,,954.41,3.70,477.20,1.85,1
BOMBILLO LED 2 CONTACTOS  HN-C011,AUTO ASIA,AA-2023-0094,,912.52,3.54,456.26,1.77,1
BOMBILLO LED 2 CONTACTOS 1 CARA HN-026 1X300,AUTO ASIA,AA-2023-0073,,1002.28,3.89,501.14,1.94,1
BOMBILLO LED 2 CONTACTOS 2 CARAS BA20D 1X500,AUTO ASIA,AA-2023-0035,,996.29,3.86,498.15,1.93,1
BOMBILLO LED 2 CONTACTOS 2 CARAS CON LUPA HN-C013,AUTO ASIA,AA-2023-0096,,912.52,3.54,456.26,1.77,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-C002 (JOG),AUTO ASIA,AA-2023-0095,,1325.40,5.14,662.70,2.57,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-C002 (JOG)1X300,AUTO ASIA,AA-HN-0001,,1325.40,5.14,662.70,2.57,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-C005,AUTO ASIA,AA-2023-0060,,1109.98,4.30,554.99,2.15,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-C022 (JOG),AUTO ASIA,AA-2023-0048,,649.24,2.52,324.62,1.26,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-C023,AUTO ASIA,AA-2023-0049,,649.24,2.52,324.62,1.26,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-C025,AUTO ASIA,AA-2023-0057,,1109.98,4.30,554.99,2.15,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-C026,AUTO ASIA,AA-2023-0086,,1002.28,3.89,501.14,1.94,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-C041 (JOG),AUTO ASIA,AA-2023-0056,,1002.28,3.89,501.14,1.94,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-C046,AUTO ASIA,AA-2023-0092,,1340.36,5.20,670.18,2.60,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-C052,AUTO ASIA,AA-2023-0091,,1340.36,5.20,670.18,2.60,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-GZD-17 1X300,AUTO ASIA,AA-2023-0067,,1109.98,4.30,554.99,2.15,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-GZD-2 (JOG),AUTO ASIA,AA-2023-0066,,1109.98,4.30,554.99,2.15,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-GZD-23,AUTO ASIA,AA-2023-0058,,1002.28,3.89,501.14,1.94,1
BOMBILLO LED 2 CONTACTOS 2 CARAS HN-WZ-101 1X300,AUTO ASIA,AA-2023-0068,,894.57,3.47,447.28,1.73,1
BOMBILLO LED 2 CONTACTOS 2 CARAS P15D 1X500,AUTO ASIA,AA-2023-0036,,996.29,3.86,498.15,1.93,1
BOMBILLO LED 2 CONTACTOS 2 CARAS P15D HN-C001,AUTO ASIA,AA-2023-0074,,1109.98,4.30,554.99,2.15,1
BOMBILLO LED 2 CONTACTOS 2 CARAS P15D HN-C036 1X300,AUTO ASIA,AA-HN-0048,,1002.28,3.89,501.14,1.94,1
BOMBILLO LED 2 CONTACTOS 2 CARAS P15D-HN-C009 1X300,AUTO ASIA,AA-HN-0021,,1301.46,5.05,650.73,2.52,1
BOMBILLO LED 2 CONTACTOS 2 CARAS P15D-HN-C021 1X300,AUTO ASIA,AA-HN-0034,,954.41,3.70,477.20,1.85,1
BOMBILLO LED 2 CONTACTOS 2 CARAS P15D-HN-C054 1X300,AUTO ASIA,AA-HN-0023,,1301.46,5.05,650.73,2.52,1
BOMBILLO LED 2 CONTACTOS 3 CARAS GZD-21,AUTO ASIA,AA-2023-0063,,1310.44,5.08,655.22,2.54,1
BOMBILLO LED 2 CONTACTOS 3 CARAS HN-C009,AUTO ASIA,AA-2023-0081,,954.41,3.70,477.20,1.85,1
BOMBILLO LED 2 CONTACTOS 3 CARAS HN-C053,AUTO ASIA,AA-2023-0052,,954.41,3.70,477.20,1.85,1
BOMBILLO LED 2 CONTACTOS 4 CARAS HN-C045,AUTO ASIA,AA-2023-0053,,1109.98,4.30,554.99,2.15,1
BOMBILLO LED 2 CONTACTOS CON LUPA  HN-C017,AUTO ASIA,AA-2023-0069,,1310.44,5.08,655.22,2.54,1
BOMBILLO LED 2 CONTACTOS CON LUPA  HN-C042,AUTO ASIA,AA-2023-0065,,1154.86,4.48,577.43,2.24,1
BOMBILLO LED 2 CONTACTOS CON LUPA HN-0051 1X300,AUTO ASIA,AA-2023-0078,,2082.34,8.07,1041.17,4.04,1
BOMBILLO LED 2 CONTACTOS DE 3 LED  PRINCIPAL (BA20D) (FARO) 1X500,AUTO ASIA,AA-2023-0025,,861.66,3.34,430.83,1.67,1
BOMBILLO LED 2 CONTACTOS FARO DOBLE CARA KL138 1X500,AUTO ASIA,AA-2023-0026,,694.11,2.69,347.06,1.35,1
BOMBILLO LED 2 CONTACTOS HN-C008,AUTO ASIA,AA-2023-0085,,1253.59,4.86,626.80,2.43,1
BOMBILLO LED 2 CONTACTOS HN-C013 1X300,AUTO ASIA,AA-HN-0007,,954.41,3.70,477.20,1.85,1
BOMBILLO LED 2 CONTACTOS HN-C051 1X300,AUTO ASIA,AA-HN-0016,,1301.46,5.05,650.73,2.52,1
BOMBILLO LED 2 CONTACTOS PARA FARO HN-C028,AUTO ASIA,AA-2023-0051,,1002.28,3.89,501.14,1.94,1
BOMBILLO LED 2 CONTACTOS PARA FARO HN-QCD-101,AUTO ASIA,AA-2023-0071,,1002.28,3.89,501.14,1.94,1
BOMBILLO LED 3 CARAS 2 CONTACTOS HN-C032,AUTO ASIA,AA-2023-0075,,954.41,3.70,477.20,1.85,1
BOMBILLO LED CON LUPA HN-C018,AUTO ASIA,AA-2023-0076,,1310.44,5.08,655.22,2.54,1
BOMBILLO LED FARO KL108-2 1X500,AUTO ASIA,AA-2023-0027,,1017.24,3.94,508.62,1.97,1
BOMBILLO LED H4  HN-C036,AUTO ASIA,AA-2023-0093,,1002.28,3.89,501.14,1.94,1
BOMBILLO LED H4 1 CARA HN-C039,AUTO ASIA,AA-2023-0080,,1047.16,4.06,523.58,2.03,1
BOMBILLO LED H4 2 CARAS HN-C004 1X500,AUTO ASIA,AA-HN-0003,,1127.94,4.37,563.97,2.19,1
BOMBILLO LED H4 2 CARAS HN-C006,AUTO ASIA,AA-2023-0098,,1104.00,4.28,552.00,2.14,1
BOMBILLO LED H4 2 CARAS HN-C007 1X300,AUTO ASIA,AA-2023-0046,,1109.98,4.30,554.99,2.15,1
BOMBILLO LED H4 2 CARAS HN-C024,AUTO ASIA,AA-2023-0050,,694.11,2.69,347.06,1.35,1
BOMBILLO LED H4 2 CARAS HN-C050 1X200,AUTO ASIA,AA-HN-0031,,996.29,3.86,498.15,1.93,1
BOMBILLO LED H4 2 CARAS HN-C055,AUTO ASIA,AA-2023-0061,,1008.26,3.91,504.13,1.95,1
BOMBILLO LED H4 2 CARAS HN-GZD-26,AUTO ASIA,AA-2023-0059,,1047.16,4.06,523.58,2.03,1
BOMBILLO LED H4 2 CARAS HN-GZD-27,AUTO ASIA,AA-2023-0055,,1154.86,4.48,577.43,2.24,1
BOMBILLO LED H4 2 CARAS P15D-HN-C034,AUTO ASIA,AA-2023-0088,,1104.00,4.28,552.00,2.14,1
BOMBILLO LED H4 2 CARAS P15D-HN-C054,AUTO ASIA,AA-2023-0089,,957.40,3.71,478.70,1.86,1
BOMBILLO LED H4 3 CARAS,AUTO ASIA,AA-2023-0099,,1253.59,4.86,626.80,2.43,1
BOMBILLO LED H4 3 CARAS  HN-QCD-501,AUTO ASIA,AA-2023-0064,,1355.32,5.25,677.66,2.63,1
BOMBILLO LED H4 3 CARAS HN-C033,AUTO ASIA,AA-2023-0097,,957.40,3.71,478.70,1.86,1
BOMBILLO LED H4 3 CARAS HN-C047,AUTO ASIA,AA-2023-0062,,1373.27,5.32,686.63,2.66,1
BOMBILLO LED H4 4 CARAS HN-010 1X300,AUTO ASIA,AA-2023-0047,,1355.32,5.25,677.66,2.63,1
BOMBILLO LED H4 4 CARAS HN-GZD-20,AUTO ASIA,AA-2023-0054,,1154.86,4.48,577.43,2.24,1
BOMBILLO LED H4 CON ELECTROVENTILADOR GRANDE 1X50,AUTO ASIA,AA-AA27-006,,4003.12,15.52,2001.56,7.76,1
BOMBILLO LED H4 CON ELECTROVENTILADOR MOD -2 1X50,AUTO ASIA,AA-AA27-005,,7084.75,27.47,3542.38,13.73,1
BOMBILLO LED H4 CON ELECTROVENTILADOR PEQUEÑO 1X50,AUTO ASIA,AA-AA27-001,,3542.38,13.73,1771.19,6.87,1
BOMBILLO LED H4 CON LUPA HN-0052 1X300,AUTO ASIA,AA-2023-0077,,2127.22,8.25,1063.61,4.12,1
BOMBILLO LED H4 CON LUPA HN-C040,AUTO ASIA,AA-2023-0072,,1355.32,5.25,677.66,2.63,1
BOMBILLO LED H4 HN-C046 1X300,AUTO ASIA,AA-HN-0043,,1340.36,5.20,670.18,2.60,1
BOMBILLO LED H4 HN-C052 1X300,AUTO ASIA,AA-HN-0033,,1340.36,5.20,670.18,2.60,1
BOMBILLO LED KL320 1X2 PAR 1X1500,AUTO ASIA,AA-2023-0028,,463.74,1.80,231.87,0.90,1
BOMBILLO LUZ DE STOP O1157 *(PAQ 10 UND)* 1X2000,AUTO ASIA,AA-2023-0030,,5415.29,21.00,2707.64,10.50,1
BOMBILLO LUZ LED 3C CON CONECTOR H4 ALTA Y BAJA 1X100,AUTO ASIA,AA-2023-0037,,3255.16,12.62,1627.58,6.31,1
BOMBILLO LUZ LED 6C ALTA POTENCIA CON CONECTOR H4 PARA FARO ALTA/BAJA 1X50,AUTO ASIA,AA-2023-0031,,3078.64,11.94,1539.32,5.97,1
BOMBILLO LUZ LED 6C CON CABLE ALTA Y BAJA 1X50,AUTO ASIA,AA-2023-0038,,4033.04,15.64,2016.52,7.82,1
BOMBILLO STOP KL349 1X800,AUTO ASIA,AA-2023-0033,,460.75,1.79,230.37,0.89,1
BOMBILLO STOP LED DE 22 LUCES KL324 (2  CONTACTOS) PAQ 10 UNID 1X1000,AUTO ASIA,AA-2023-0034,,2578.99,10.00,1289.50,5.00,1
BOMBILO LED SOCATE H4 MOD-02 1X300,AUTO ASIA,AA-AA27-004,,1418.15,5.50,709.07,2.75,1
BOTAS PARA LLUVIA NEGRAS CORTAS TALLA  XXL 46-47 1X100,AUTO ASIA,AA-7004-0010,,1160.85,4.50,580.42,2.25,1
BOTAS PARA LLUVIA NEGRAS CORTAS TALLA M 38-39 1X100,AUTO ASIA,AA-7004-0007,,1160.85,4.50,580.42,2.25,1
BOTAS PARA LLUVIA NEGRAS CORTAS TALLA S 36-37 1X100,AUTO ASIA,AA-7004-0006,,1160.85,4.50,580.42,2.25,1
BOTAS PARA LLUVIA NEGRAS LARGAS TALLA 2XL 46-47 1X80,AUTO ASIA,AA-7004-0005,,1316.42,5.10,658.21,2.55,1
BOTAS PARA LLUVIA NEGRAS LARGAS TALLA M 38-39 1X80,AUTO ASIA,AA-7004-0002,,1316.42,5.10,658.21,2.55,1
BOTAS PARA LLUVIA TRANSPARENTE LARGAS 1X120,AUTO ASIA,AA-7004-0014,,1881.89,7.30,940.94,3.65,1
BOTAS PARA LLUVIA TRANSPARENTES CORTAS TALLA L 40-42 1X100,AUTO ASIA,AA-7004-0008,,1160.85,4.50,580.42,2.25,1
BOTAS PARA LLUVIA TRANSPARENTES CORTAS TALLA XL 43-45 1X100,AUTO ASIA,AA-7004-0009,,1160.85,4.50,580.42,2.25,1
BOTAS PARA LLUVIA TRANSPARENTES LARGAS TALLA L 40-42 1X80,AUTO ASIA,AA-7004-0003,,1316.42,5.10,658.21,2.55,1
BOTAS PARA LLUVIA TRANSPARENTES LARGAS TALLA XL 43-45 1X80,AUTO ASIA,AA-7004-0004,,1316.42,5.10,658.21,2.55,1
BUJE DE AMORTIGUADOR B150R (12*21MM) (PAQ DE 4 UND) 1X500,AUTO ASIA,AA-4038-0002,,514.60,2.00,257.30,1.00,1
BUJE DE AMORTIGUADOR B150S/ ABAJO(12*20MM) (PAQ 2 UND) 1X1000,AUTO ASIA,AA-4038-0003,,155.58,0.60,77.79,0.30,1
BUJE DE AMORTIGUADOR EA2/CG150L/GY6 ABAJO(10*21MM*) (PAQ 2 UND) 1X1000,AUTO ASIA,AA-4038-0001,,155.58,0.60,77.79,0.30,1
BUJE DE AMORTIGUADOR EH1/CG150 ARRIBA 812*21MM) (PAQ DE 2 UND) 1X500,AUTO ASIA,AA-4038-0004,,155.58,0.60,77.79,0.30,1
BUJE DE HORQUILLA CG150 25-35-12 1X250,AUTO ASIA,AA-4038-0006,,200.46,0.78,100.23,0.39,1
BUJE DE HORQUILLA EH1 25*45*12 1X200,AUTO ASIA,AA-4038-0020,,577.43,2.24,288.72,1.12,1
"BUJE DE HORQUILLA GY6 (19,50*20*8) 1X500",AUTO ASIA,AA-4038-0008,,179.51,0.70,89.76,0.35,1
BUJE DE HORQUILLA GY6 (22*28*10) 1X250,AUTO ASIA,AA-4038-0009,,200.46,0.78,100.23,0.39,1
BUJE DE HORQUILLA GY6 (30-35-10) 1X200,AUTO ASIA,AA-4038-0010,,224.39,0.87,112.20,0.43,1
BUJE DE HORQUILLA SGN/EOW  1X200,AUTO ASIA,AA-4038-0007,,385.95,1.50,192.98,0.75,1
BUJE DE MANZANA CG 24-17-5-9 1X250,AUTO ASIA,AA-4038-0011,,215.41,0.84,107.71,0.42,1
BUJIA BP6ES SAX 1X400,AUTO ASIA,AA-1004-0001,,293.20,1.14,146.60,0.57,1
BUJIA BP7HS YJO 3KJ 1X400,AUTO ASIA,AA-1004-0003,,239.35,0.93,119.67,0.46,1
BUJIA CR8E (SUZU SGN) SDR-650/EOU/VST 1X400,AUTO ASIA,AA-1004-0005,,263.28,1.02,131.64,0.51,1
BUJIA D8EA CG150/200 TODAS 1X400,AUTO ASIA,AA-1004-0007,,212.42,0.82,106.21,0.41,1
BUJIA IRIDIUM CR8E SGN-SUZU/SDR650/EOU/VST (PAQ DE 10 UND) 1X400,AUTO ASIA,AA-1004-0013,,13155.26,51.01,6577.63,25.50,1
BUJIA IRIDIUM CR8E SGN-SUZU/SDR650/EOU/VST (PAQ DE 4 UND) 1X100,AUTO ASIA,AA-1004-0009,,6764.62,26.23,3382.31,13.11,1
BUJIA IRIDIUM D8EA CG150/200 TODAS (PAQ DE 10 UND) 1X100,AUTO ASIA,AA-1004-0010,,13155.26,51.01,6577.63,25.50,1
BUJIA TRD PREMIUM BP6ES-SAX 1X400,AUTO ASIA,AA-1004-0002,,323.12,1.25,161.56,0.63,1
BUJIA TRD PREMIUM BP7HS-YJOG 3KJ 1X400,AUTO ASIA,AA-1004-0011,,293.20,1.14,146.60,0.57,1
BUJIA TRD PREMIUM C7HSA EMA ELEGANCE1X400,AUTO ASIA,AA-1004-0012,,230.37,0.89,115.19,0.45,1
BUJIA TRD PREMIUM CR8E 1X400,AUTO ASIA,AA-1004-0006,,263.28,1.02,131.64,0.51,1
BUJIA TRD PREMIUM D8EA CG150/200 TODAS 1X400,AUTO ASIA,AA-1004-0014,,257.30,1.00,128.65,0.50,1
