nombre,categoria,sku,codigo_barras,precio_bs,precio_usd,costo_bs,costo_usd,stock_minimo
KIT    DE   PISTON   AX100  1.00  BUENO,TODO MOTO 668,TM668-K56,,142.41,5.70,113.93,4.56,1
KIT    DE   PISTON   JAGUAR  150  0.75  BARATO,TODO MOTO 668,TM668-KP43,,142.71,5.71,114.16,4.57,1
KIT    DE   PISTON   JAGUAR  150  0.75  BUENO,TODO MOTO 668,TM668-KP43,,168.29,6.73,134.64,5.39,1
KIT    DE   PISTON   JAGUAR  150  1.00   CALIDAD BUY &CHASE,TODO MOTO 668,TM668-K133D,,168.29,6.73,134.64,5.39,1
KIT    DE   PISTON   JAGUAR  150  1.00  BARATO,TODO MOTO 668,TM668-KP44,,168.29,6.73,134.64,5.39,1
KIT    DE   PISTON   JAGUAR  150  1.00  BUENO,TODO MOTO 668,TM668-KP44,,149.07,5.96,119.26,4.77,1
KIT    DE   PISTON   JAGUAR  150 0.25  BARATO,TODO MOTO 668,TM668-KP41,,129.73,5.19,103.79,4.15,1
KIT    DE   PISTON   JAGUAR  150 0.25  BUENO,TODO MOTO 668,TM668-KP41,,168.29,6.73,134.64,5.39,1
KIT    DE   PISTON   JAGUAR  150 0.25 MARCA BUY CHASE,TODO MOTO 668,TM668-KT10,,121.71,4.87,97.37,3.89,1
KIT    DE   PISTON   JAGUAR  150 0.50 BUY CHASE,TODO MOTO 668,TM668-KT11,,168.29,6.73,134.64,5.39,1
KIT    DE   PISTON   JAGUAR  150 STD BUY CHASE,TODO MOTO 668,TM668-KP40,,142.71,5.71,114.16,4.57,1
KIT    DE   PISTON   TUCAN 110    0.25  B&C CALIDAD,TODO MOTO 668,TM668-K16,,142.71,5.71,114.16,4.57,1
KIT    DE   PISTON   TUCAN 110    0.25  BARATO,TODO MOTO 668,TM668-KP16,,168.29,6.73,134.64,5.39,1
KIT    DE   PISTON   TUCAN 110    0.25  BUENO,TODO MOTO 668,TM668-K135A,,142.71,5.71,114.16,4.57,1
KIT    DE   PISTON   TUCAN 110    0.50  B&C CALIDAD,TODO MOTO 668,TM668-K17,,168.29,6.73,134.64,5.39,1
KIT    DE   PISTON   TUCAN 110    0.50  BUENO,TODO MOTO 668,TM668-K135B,,129.73,5.19,103.79,4.15,1
KIT    DE   PISTON   TUCAN 110    0.75  B&C CALIDAD,TODO MOTO 668,TM668-K18,,129.73,5.19,103.79,4.15,1
KIT    DE   PISTON   TUCAN 110    0.75  BARATO,TODO MOTO 668,TM668-KP18,,168.29,6.73,134.64,5.39,1
KIT    DE   PISTON   TUCAN 110    0.75  BUENO,TODO MOTO 668,TM668-K135C,,198.94,7.96,159.16,6.37,1
KIT    DE   PISTON   TUCAN 110    1.00  BARATO,TODO MOTO 668,TM668-KP19,,190.63,7.63,152.51,6.10,1
KIT    DE   PISTON   TUCAN 110    1.00  BUENO,TODO MOTO 668,TM668-KIT85,,198.94,7.96,159.16,6.37,1
KIT    DE   PISTON   TUCAN 110    1.00 CALIDAD BUY CHASE,TODO MOTO 668,TM668-K17,,198.94,7.96,159.16,6.37,1
KIT    DE   PISTON  HAOJUE 125     1.00  BUENO,TODO MOTO 668,TM668-KIT22,,156.25,6.25,125.00,5.00,1
KIT    DE   PISTON  JOG 50C  40MM   0.25  BUENO,TODO MOTO 668,TM668-KI02,,142.71,5.71,114.16,4.57,1
KIT    DE   PISTON  JOG 50C  48MM   8.00  BUENO,TODO MOTO 668,TM668-KJ6,,168.29,6.73,134.64,5.39,1
KIT    DE   PISTON  JOG 90C  51MM   1.00 BUENO,TODO MOTO 668,TM668-KJ9,,162.06,6.48,129.65,5.19,1
KIT    DE   PISTON  SCOOTER 150   0.25  B&C CALIDAD,TODO MOTO 668,TM668-K20,,156.25,6.25,125.00,5.00,1
KIT    DE   PISTON  SCOOTER 150   0.25  BARATO,TODO MOTO 668,TM668-KP36,,161.97,6.48,129.58,5.18,1
KIT    DE   PISTON  SCOOTER 150   0.25  BUENO,TODO MOTO 668,TM668-KI36,,142.71,5.71,114.16,4.57,1
KIT    DE   PISTON  SCOOTER 150   0.75  BUENO,TODO MOTO 668,TM668-KI38,,168.29,6.73,134.64,5.39,1
KIT    DE   PISTON  SCOOTER 150   STD  BUENO,TODO MOTO 668,TM668-KO30,,164.60,6.58,131.68,5.27,1
KIT    DE   PISTON  X1 BERA 1.00 BUENO,TODO MOTO 668,TM668-K124,,142.71,5.71,114.16,4.57,1
KIT    DE   PISTON GY6150 +0.25MM [EXITO],TODO MOTO 668,TM668-311,,168.29,6.73,134.64,5.39,1
KIT   DE  SELECTOR CAMBIO GN 125 T&M,TODO MOTO 668,TM668-KU22,,168.18,6.73,134.55,5.38,1
KIT   DE  SELLO  BOMBA AGUA OULOCK,TODO MOTO 668,TM668-KS1,,168.29,6.73,134.64,5.39,1
KIT  DE   SWICHERA GN 125  4 CABLE,TODO MOTO 668,TM668-AS03,,166.87,6.67,133.50,5.34,1
KIT  DE  SWICHERA TX200,TODO MOTO 668,TM668-KIT15,,162.50,6.50,130.00,5.20,1
KIT DE BOMBA AGUA OULOCK 150,TODO MOTO 668,TM668-KB57,,168.29,6.73,134.64,5.39,1
KIT DE BOMBA FRENO  DT 200 CON LISO,TODO MOTO 668,TM668-KB06,,162.72,6.51,130.18,5.21,1
KIT DE BOMBA FRENO MD 150 Y ARSEN 2 PASADOR FINO,TODO MOTO 668,TM668-KT86,,162.50,6.50,130.00,5.20,1
KIT DE BOMBA FRENO OWEN Y SPEED CON ROSCA,TODO MOTO 668,TM668-KI03,,168.29,6.73,134.64,5.39,1
KIT DE BOMBA FRENO SCOOTER IZQUIERDA GRUESO /LISO,TODO MOTO 668,TM668-KJ88,,175.18,7.01,140.14,5.61,1
KIT DE BOMBA FRENO SCOOTER IZQUIERDA GRUESO CON ROSCA,TODO MOTO 668,TM668-JK99,,155.68,6.23,124.54,4.98,1
KIT DE BOMBA FRENO TX 200 MAS CRUESO CON LISO,TODO MOTO 668,TM668-KB08,,162.50,6.50,130.00,5.20,1
KIT DE CADENA ARRANQUE CON PATIN TUCA/X1/MERU,TODO MOTO 668,TM668-KIT5,,155.61,6.22,124.49,4.98,1
KIT DE CARBURADOR AX100 CON FLOTANTE,TODO MOTO 668,TM668-KO36,,253.21,10.13,202.57,8.10,1
KIT DE CARBURADOR CON FLOTANTE SCOOTER AVA 90,TODO MOTO 668,TM668-AB39,,181.24,7.25,144.99,5.80,1
KIT DE CARBURADOR CON FLOTANTE SCOOTER AVA 90,TODO MOTO 668,TM668-AB39,,220.08,8.80,176.06,7.04,1
KIT DE CARBURADOR EN 125 CON FLOTANTE,TODO MOTO 668,TM668-KN2,,220.22,8.81,176.17,7.05,1
KIT DE CARBURADOR GN 125 SIN FLOTANTE,TODO MOTO 668,TM668-R54,,207.40,8.30,165.92,6.64,1
KIT DE CARBURADOR JAGUAR 150 SIN FLOTANTE,TODO MOTO 668,TM668-K62,,181.35,7.25,145.08,5.80,1
KIT DE CARBURADOR JOG 50 CON FLOTANTE,TODO MOTO 668,TM668-K64,,181.24,7.25,144.99,5.80,1
KIT DE CARBURADOR JOG 50 CON FLOTANTE,TODO MOTO 668,TM668-K64,,220.08,8.80,176.06,7.04,1
KIT DE CARBURADOR JOG 50 SIN FLOTANTE,TODO MOTO 668,TM668-K63,,207.40,8.30,165.92,6.64,1
KIT DE CARBURADOR SCOOTER 150 CON FLOTANTE,TODO MOTO 668,TM668-K53,,181.24,7.25,144.99,5.80,1
KIT DE CARBURADOR TX200 CON FLOTANTE,TODO MOTO 668,TM668-R39JH,,220.08,8.80,176.06,7.04,1
KIT DE CARBURADOR TX200 SIN  FLOTANTE,TODO MOTO 668,TM668-KH36,,199.65,7.99,159.72,6.39,1
KIT DE CARBURAODR EN 125 SIN FLOTANTE,TODO MOTO 668,TM668-KC,,220.08,8.80,176.06,7.04,1
KIT DE CORONA AX100 41T 428H 14T-41T,TODO MOTO 668,TM668-GH23,,220.22,8.81,176.17,7.05,1
KIT DE CORONA GN 125 39T  428H 14T-39T,TODO MOTO 668,TM668-GH17,,181.24,7.25,144.99,5.80,1
KIT DE CORONA GN 125 41T 428H 14T-41T,TODO MOTO 668,TM668-GH18,,199.76,7.99,159.81,6.39,1
KIT DE CORONA GN 125 42T 428H 14T-42T,TODO MOTO 668,TM668-GH19,,199.65,7.99,159.72,6.39,1
KIT DE CORONA HORSE 150 39T 428H 15T-39T,TODO MOTO 668,TM668-GH20,,181.24,7.25,144.99,5.80,1
KIT DE CORONA HORSE 150 41T 428H 15T-41T,TODO MOTO 668,TM668-GH21,,220.08,8.80,176.06,7.04,1
KIT DE CORONA HORSE 150 42T 428H 15T-42T,TODO MOTO 668,TM668-GH22,,140.77,5.63,112.61,4.50,1
KIT DE CORONA JAGUAR 150 38T 428H 15T-38T,TODO MOTO 668,TM668-GH26,,162.50,6.50,130.00,5.20,1
KIT DE CORONA JAGUAR 150 41T 428H 15-41T,TODO MOTO 668,TM668-GH27,,46.25,1.85,37.00,1.48,1
KIT DE CORONA R1200 38T 428H 15T-38T,TODO MOTO 668,TM668-GH28,,46.25,1.85,37.00,1.48,1
KIT DE CORONA R1200 41T 428H 15-41T,TODO MOTO 668,TM668-GH29,,46.25,1.85,37.00,1.48,1
KIT DE CORONA TUCAN 110 41T 428H 14T-41T,TODO MOTO 668,TM668-GH24,,56.25,2.25,45.00,1.80,1
KIT DE CORONA TUCAN 110 42T 428H 14T-42T,TODO MOTO 668,TM668-GH25,,425.00,17.00,340.00,13.60,1
KIT DE EJE ARRANQUE CORTO  SCOOTER AVA 90,TODO MOTO 668,TM668-AB37,,16.25,0.65,13.00,0.52,1
KIT DE EJE ARRANQUE LARGA  SCOOTER AVA 90,TODO MOTO 668,TM668-AB36,,22.50,0.90,18.00,0.72,1
KIT DE EMPACADURA  KLR650,TODO MOTO 668,TM668-KT25,,56.25,2.25,45.00,1.80,1
KIT DE EMPACADURA  TX 200 T&M,TODO MOTO 668,TM668-AB49,,60.00,2.40,48.00,1.92,1
KIT DE EMPACADURA ARSEN 2 CALIDAD BUY CHASE,TODO MOTO 668,TM668-K543,,56.25,2.25,45.00,1.80,1
KIT DE EMPACADURA AX 100 T&M,TODO MOTO 668,TM668-AB40,,56.25,2.25,45.00,1.80,1
KIT DE EMPACADURA AX100 CALIDAD BUY CHASE,TODO MOTO 668,TM668-KEAX100,,425.00,17.00,340.00,13.60,1
KIT DE EMPACADURA BERA150 VERDE,TODO MOTO 668,TM668-V016,,166.56,6.66,133.25,5.33,1
KIT DE EMPACADURA DE LEON 200 Y BERA 200,TODO MOTO 668,TM668-EM13.,,166.56,6.66,133.25,5.33,1
KIT DE EMPACADURA DR650,TODO MOTO 668,TM668-KR56,,10.60,0.42,8.48,0.34,1
KIT DE EMPACADURA DT 200 CALIDAD BUY CHASE,TODO MOTO 668,TM668-0-19,,19.01,0.76,15.21,0.61,1
KIT DE EMPACADURA HJ 150 T&M,TODO MOTO 668,TM668-AB41,,64.06,2.56,51.25,2.05,1
KIT DE EMPACADURA HJ150 CALIDAD BUY CHASE,TODO MOTO 668,TM668-K662,,95.98,3.84,76.78,3.07,1
KIT DE EMPACADURA JAGUAR 150 CALIDAD BUY CHASE,TODO MOTO 668,TM668-KIT23,,95.98,3.84,76.78,3.07,1
KIT DE EMPACADURA JAGUAR 150 T&M,TODO MOTO 668,TM668-AB45,,28.13,1.13,22.51,0.90,1
KIT DE EMPACADURA MATRIX ELEGANCE  CALIDAD BUY CHASE,TODO MOTO 668,TM668-A066,,39.39,1.58,31.51,1.26,1
KIT DE EMPACADURA OULOCK,TODO MOTO 668,TM668-KE2N,,39.39,1.58,31.51,1.26,1
KIT DE EMPACADURA OWEN 150 CALIDAD BUY CHASE,TODO MOTO 668,TM668-KE0150,,39.39,1.58,31.51,1.26,1
KIT DE EMPACADURA OWEN 150 T&M,TODO MOTO 668,TM668-AB48,,56.25,2.25,45.00,1.80,1
KIT DE EMPACADURA OWEN 2014 CALIDAD BUY CHASE,TODO MOTO 668,TM668-K259,,79.38,3.17,63.50,2.54,1
KIT DE EMPACADURA R1 200 T&M,TODO MOTO 668,TM668-AB42,,74.69,2.99,59.75,2.39,1
KIT DE EMPACADURA SCOOTER 150 T&M,TODO MOTO 668,TM668-AB47,,49.38,1.98,39.50,1.58,1
KIT DE EMPACADURA SCOOTER AVA 90,TODO MOTO 668,TM668-AB38,,56.25,2.25,45.00,1.80,1
KIT DE EMPACADURA TUCAN 110 T&M,TODO MOTO 668,TM668-AB43,,64.06,2.56,51.25,2.05,1
KIT DE EMPACADURA TX 200 CALIDAD BUY CHASE,TODO MOTO 668,TM668-K5L3,,53.77,2.15,43.02,1.72,1
KIT DE EMPACADURA VX250,TODO MOTO 668,TM668-KT1B,,63.30,2.53,50.64,2.03,1
KIT DE EMPACADURA X1 BERA 125  BARATO,TODO MOTO 668,TM668-K8536,,63.02,2.52,50.42,2.02,1
KIT DE EMPACADURA X1 BERA 125 CALIDAD BUY CHASE,TODO MOTO 668,TM668-K583,,50.64,2.03,40.51,1.62,1
KIT DE EMPACADURA X1 BERA 125 T&M,TODO MOTO 668,TM668-AB44,,46.31,1.85,37.05,1.48,1
KIT DE EMPACADURATUCAN 110 CALIDAD BUY CHASE,TODO MOTO 668,TM668-0-20,,57.77,2.31,46.22,1.85,1
KIT DE ERMPACADURA GN 125 T&M,TODO MOTO 668,TM668-AB46,,435.62,17.43,348.50,13.94,1
KIT DE ESPARRAGO JAGUAR 150,TODO MOTO 668,TM668-K899,,28.13,1.13,22.51,0.90,1
KIT DE ESPARRAGO SCOOTER 150,TODO MOTO 668,TM668-GH15,,23.13,0.93,18.51,0.74,1
KIT DE ESPARRAGO TUCAN 110,TODO MOTO 668,TM668-K895,,23.13,0.93,18.51,0.74,1
KIT DE ESPARRAGO TX 200,TODO MOTO 668,TM668-K892,,27.46,1.10,21.97,0.88,1
KIT DE ESTOPEA SCOOTER 150 CAILI,TODO MOTO 668,TM668-K65,,25.95,1.04,20.76,0.83,1
KIT DE ESTOPERA 2JA CALIDAD MARRON,TODO MOTO 668,TM668-KT963,,27.46,1.10,21.97,0.88,1
KIT DE ESTOPERA 3KJ JOG 50  CALIDAD MARRON,TODO MOTO 668,TM668-JI88,,300.00,12.00,240.00,9.60,1
KIT DE ESTOPERA AX 100 CAILI,TODO MOTO 668,TM668-K451,,462.50,18.50,370.00,14.80,1
KIT DE ESTOPERA AX100,TODO MOTO 668,TM668-K451,,250.00,10.00,200.00,8.00,1
KIT DE ESTOPERA DT 125 Y 175 YAMAHA,TODO MOTO 668,TM668-KS57,,43.75,1.75,35.00,1.40,1
KIT DE ESTOPERA GN 125 CALIDAD,TODO MOTO 668,TM668-KT25,,57.66,2.31,46.12,1.84,1
KIT DE ESTOPERA JAGUAR/HORSE BUY CHASE,TODO MOTO 668,TM668-KEJH,,37.16,1.49,29.73,1.19,1
KIT DE ESTOPERA JOG 50 CAILI,TODO MOTO 668,TM668-KT581,,37.16,1.49,29.73,1.19,1
KIT DE ESTOPERA MATRIX ELEGANCE 150,TODO MOTO 668,TM668-LC25,,37.16,1.49,29.73,1.19,1
KIT DE ESTOPERA OULOCK 150  CALIDAD,TODO MOTO 668,TM668-KEO,,37.16,1.49,29.73,1.19,1
KIT DE ESTOPERA TUCAN 110 CAILI,TODO MOTO 668,TM668-KT55,,37.16,1.49,29.73,1.19,1
KIT DE ESTRELLA DE SELECTOR DE CAMBIO,TODO MOTO 668,TM668-KI56,,33.31,1.33,26.65,1.07,1
KIT DE ESTRELLA DE SELECTOR DE CAMBIO HOPRSE 150,TODO MOTO 668,TM668-K88,,46.12,1.84,36.90,1.48,1
KIT DE GOMA PARA MOTOR UNIVERSAL,TODO MOTO 668,TM668-JL66,,44.84,1.79,35.88,1.44,1
KIT DE GOMA TAPA LATERAL OWEN150 PAR,TODO MOTO 668,TM668-KI0063,,44.84,1.79,35.88,1.44,1
KIT DE GUIA CILINDRO TUCAN 110,TODO MOTO 668,TM668-HL87,,44.84,1.79,35.88,1.44,1
KIT DE GUIA MOTOR TUCAN 110,TODO MOTO 668,TM668-V002K,,57.66,2.31,46.12,1.84,1
KIT DE LEVA CROCHE JAGUAR 150,TODO MOTO 668,TM668-K852,,57.66,2.31,46.12,1.84,1
KIT DE LEVA DE CROCHE MERU 110 Y HJ 110,TODO MOTO 668,TM668-KIT09,,44.84,1.79,35.88,1.44,1
KIT DE PALANCA  EMBRAGUE CON ROLINERA DE CROCHE DT200,TODO MOTO 668,TM668-KFG5,,45.00,1.80,36.00,1.44,1
KIT DE PALANCA  EMBRAGUE CON ROLINERA DE CROCHE JAGUAR/HO0RSE,TODO MOTO 668,TM668-PS29,,39.06,1.56,31.25,1.25,1
KIT DE PALANCA  EMBRAGUE CON ROLINERA DE CROCHE TX200/JAGUAR200,TODO MOTO 668,TM668-PCX5,,57.66,2.31,46.12,1.84,1
KIT DE PATIN CADENA TIEMPO TUCAN 110Y X1 3 RUEDITAS,TODO MOTO 668,TM668-K16VBH,,57.66,2.31,46.12,1.84,1
KIT DE PATIN CADENA TIEMPO TUCAN 110Y X1 3 RUEDITAS  [BUY CHASE],TODO MOTO 668,TM668-B&CH3,,57.66,2.31,46.12,1.84,1
KIT DE PINON ARRANQUE TX 200 BERA 200,TODO MOTO 668,TM668-KI11J,,51.25,2.05,41.00,1.64,1
KIT DE PISTON DT 200 STD BUY CHASE,TODO MOTO 668,TM668-ST10,,56.27,2.25,45.02,1.80,1
KIT DE PISTON JOG 50C 1.00,TODO MOTO 668,TM668-B018,,63.30,2.53,50.64,2.03,1
KIT DE PISTON JOG 50C 2.50,TODO MOTO 668,TM668-B021,,55.64,2.23,44.52,1.78,1
KIT DE PISTON JOG 50C 3.00,TODO MOTO 668,TM668-B022,,50.00,2.00,40.00,1.60,1
KIT DE PISTON JOG 50C 3.50,TODO MOTO 668,TM668-B023,,37.50,1.50,30.00,1.20,1
KIT DE PISTON KLR650 STD,TODO MOTO 668,TM668-KL65,,26.56,1.06,21.25,0.85,1
KIT DE PISTON R1 200 65.5CM,TODO MOTO 668,TM668-R04T,,28.76,1.15,23.01,0.92,1
KIT DE PISTON X1 BERA 125 STD BUY CHASE,TODO MOTO 668,TM668-ST19,,28.76,1.15,23.01,0.92,1
KIT DE PISTON XT600 STD,TODO MOTO 668,TM668-XT60,,28.76,1.15,23.01,0.92,1
KIT DE REPARACION DE REVOLUCION GN 125 CON EJE,TODO MOTO 668,TM668-KIT12,,28.76,1.15,23.01,0.92,1
KIT DE REPARACION GALIPE GN125,TODO MOTO 668,TM668-KI18,,26.73,1.07,21.38,0.86,1
KIT DE REPARACION GALIPE SCOOTER 150,TODO MOTO 668,TM668-KI19,,28.76,1.15,23.01,0.92,1
KIT DE REPARACION GALIPE TX200,TODO MOTO 668,TM668-KI20.,,28.13,1.13,22.51,0.90,1
KIT DE REPARACION PATA PARA PRENDER JAGUAR/HORSE/OWEN,TODO MOTO 668,TM668-KT66,,26.73,1.07,21.38,0.86,1
KIT DE RESORTE COLLARIN AX100,TODO MOTO 668,TM668-CR2,,26.73,1.07,21.38,0.86,1
KIT DE RETEN GRANDE,TODO MOTO 668,TM668-KR66,,34.39,1.38,27.51,1.10,1
KIT DE RETEN PEQUENA,TODO MOTO 668,TM668-KP12,,151.48,6.06,121.18,4.85,1
KIT DE SWICHERA COMPLETA JORSE-1,TODO MOTO 668,TM668-VK128,,32.43,1.30,25.95,1.04,1
KIT DE SWICHERA COMPLETA OVEN-1,TODO MOTO 668,TM668-VK127,,12.81,0.51,10.25,0.41,1
KIT DE SWICHERA MENU110,TODO MOTO 668,TM668-H445,,6.75,0.27,5.40,0.22,1
KIT DE TAPA ENFRIAMIENTO MATRIX ELEGANCE,TODO MOTO 668,TM668-KM55,,38.44,1.54,30.75,1.23,1
KIT DE TAPON ACITE FILTRO RESORTE CON GOMA SCOOTER 150 T&M,TODO MOTO 668,TM668-87LT,,23.06,0.92,18.45,0.74,1
KIT DE TENSOR CADENA TIEMPO X1 BERA 125 Y TUCAN 110 CON 4 COSA [BUY CHASE],TODO MOTO 668,TM668-K204,,32.03,1.28,25.63,1.03,1
KIT DE TENSOR CADENA TIEMPO X1 BERA 125 Y TUCAN 110 CON 5 COSA,TODO MOTO 668,TM668-P3,,14.27,0.57,11.42,0.46,1
KIT DE TORNILLO CORONA TX 200 Y JAGUER RIN RAYO,TODO MOTO 668,TM668-KT1,,21.78,0.87,17.43,0.70,1
KIT DE TORNILLO MOTOR T&M,TODO MOTO 668,TM668-KT85L,,21.78,0.87,17.43,0.70,1
KIT DE TUERCA AMORTIGUADOR UNIVERSAL T&M,TODO MOTO 668,TM668-LDC8,,47.52,1.90,38.01,1.52,1
KIT LAPIZ DE PALANCA  CROCHE GN 125,TODO MOTO 668,TM668-LT52,,25.59,1.02,20.47,0.82,1
KIT TAPA DE ENFRIAMIENTO MATRIX ELEGANCE 4 PIEZAS,TODO MOTO 668,TM668-K069T,,23.03,0.92,18.43,0.74,1
KIT TAPON ACEITE JAGUAR 150,TODO MOTO 668,TM668-KY56,,28.15,1.13,22.52,0.90,1
KIT TAPON ACEITE SCOOTER 150,TODO MOTO 668,TM668-KR85,,108.77,4.35,87.02,3.48,1
LAPIZ PALANCA DE AX100 DE CROCHE,TODO MOTO 668,TM668-HTQ5,,166.56,6.66,133.25,5.33,1
LED C6-H13,TODO MOTO 668,TM668-V939,,25.01,1.00,20.01,0.80,1
LED DE CARRO (54W)BARRA LED,TODO MOTO 668,TM668-V271,,175.00,7.00,140.00,5.60,1
LEVA  BANDA  SOLO GN 125,TODO MOTO 668,TM668-L11H,,187.50,7.50,150.00,6.00,1
LEVA  BANDA  SOLO HORSE 150,TODO MOTO 668,TM668-L09H,,236.49,9.46,189.19,7.57,1
LEVA  BANDA  SOLO TUCAN 110,TODO MOTO 668,TM668-L08H,,345.08,13.80,276.06,11.04,1
LEVA  BANDA SOLO JAGUAR 150,TODO MOTO 668,TM668-L10H,,350.12,14.00,280.10,11.20,1
LEVA DE EMBRAGUE GN 125,TODO MOTO 668,TM668-GH13,,30.75,1.23,24.60,0.98,1
LEVA DE GUAYA CROCHE SBR 150,TODO MOTO 668,TM668-CQ32,,24.63,0.99,19.71,0.79,1
LEVA DE GUAYA CROCHE SOLO MERU 110 Y HJ 110,TODO MOTO 668,TM668-LE10,,31.25,1.25,25.00,1.00,1
LEVA DE GUAYA CROCHE TX200 MOTOR,TODO MOTO 668,TM668-L4A2,,35.00,1.40,28.00,1.12,1
LEVA Y EJE ABRE BANDA  GN 125,TODO MOTO 668,TM668-L07H,,38.75,1.55,31.00,1.24,1
LEVA Y EJE ABRE BANDA HORSE 150,TODO MOTO 668,TM668-L06H,,41.25,1.65,33.00,1.32,1
LEVA Y EJE ABRE BANDA JAGUAR 150,TODO MOTO 668,TM668-L05H,,45.00,1.80,36.00,1.44,1
LEVA Y EJE ABRE BANDA TUCAN 110,TODO MOTO 668,TM668-L04H,,8.50,0.34,6.80,0.27,1
LIGA DE AMARRE 1.5 MTRS AMARILLO,TODO MOTO 668,TM668-LG53,,8.50,0.34,6.80,0.27,1
LIGA DE AMARRE 1.5 MTRS COLORES VARIADOS CUERDA,TODO MOTO 668,TM668-H222,,66.25,2.65,53.00,2.12,1
LIGA DE AMARRE 1.5 MTRS COLORES VARIADOS GRUESA,TODO MOTO 668,TM668-H551,,10.89,0.44,8.71,0.35,1
LIGA DE AMARRE 2.00 MTRS COLORES VARIADOS CUERDA,TODO MOTO 668,TM668-H445,,10.89,0.44,8.71,0.35,1
LIGA DE AMARRE 2.00 MTRS COLORES VARIADOS GRUESA,TODO MOTO 668,TM668-H557,,10.89,0.44,8.71,0.35,1
LIGA DE BATERIA 160MM,TODO MOTO 668,TM668-L45H,,10.89,0.44,8.71,0.35,1
LIGA DE BATERIA 180MM,TODO MOTO 668,TM668-L48H,,10.89,0.44,8.71,0.35,1
LLAVE DE GASOLINA AX100  Y GN 125,TODO MOTO 668,TM668-LL6,,10.89,0.44,8.71,0.35,1
LLAVE DE GASOLINA CG150,TODO MOTO 668,TM668-V421,,10.89,0.44,8.71,0.35,1
LLAVE DE GASOLINA DE DR650,TODO MOTO 668,TM668-LLDR,,10.89,0.44,8.71,0.35,1
LLAVE DE GASOLINA DE GN 125 CON FILTRO,TODO MOTO 668,TM668-LL9,,10.89,0.44,8.71,0.35,1
LLAVE DE GASOLINA HORSE,TODO MOTO 668,TM668-L004,,10.89,0.44,8.71,0.35,1
LLAVE DE GASOLINA JAGUAR 150,TODO MOTO 668,TM668-V421,,10.89,0.44,8.71,0.35,1
LLAVE DE GASOLINA KLR650,TODO MOTO 668,TM668-LLAKL,,10.89,0.44,8.71,0.35,1
LLAVE DE GASOLINA SIN FILTRO GN 125,TODO MOTO 668,TM668-LLP0,,10.89,0.44,8.71,0.35,1
LLAVE DE PICA  CADENA DE TIEMPO SCOOTER 150,TODO MOTO 668,TM668-LL80,,10.89,0.44,8.71,0.35,1
LLAVE DE SACAR CADENA TIEMPO SOLO RESPUESTO,TODO MOTO 668,TM668-LLCT,,10.89,0.44,8.71,0.35,1
LLAVE SACA BUJIA  GRUESO LARGA 10*12 SCOOTER Y JAGUAR 150,TODO MOTO 668,TM668-KK55,,10.89,0.44,8.71,0.35,1
LLAVE SACA BUJIA GRUESO 10*12 SCOOTER Y JAGUAR 150,TODO MOTO 668,TM668-KK66,,10.89,0.44,8.71,0.35,1
LLAVE SACA BUJIA GRUESO 12*14 JAGUAR Y JOG 50,TODO MOTO 668,TM668-KK233,,10.89,0.44,8.71,0.35,1
LLAVE SACA CIGUENAL DERECHO TUERCA SCOOTER150 CAILI,TODO MOTO 668,TM668-LI54,,10.89,0.44,8.71,0.35,1
LLAVE SACA TORNILLO T-10,TODO MOTO 668,TM668-LL66,,10.89,0.44,8.71,0.35,1
LLAVE SACA TORNILLO T-12,TODO MOTO 668,TM668-LL12,,10.89,0.44,8.71,0.35,1
LLAVE SACA TORNILLO T-13,TODO MOTO 668,TM668-LL13,,10.89,0.44,8.71,0.35,1
LLAVE SACA TORNILLO T-14,TODO MOTO 668,TM668-LL14,,10.89,0.44,8.71,0.35,1
LLAVE SACA TORNILLO T-15,TODO MOTO 668,TM668-LL15,,10.89,0.44,8.71,0.35,1
LLAVE SACA TORNILLO T-16,TODO MOTO 668,TM668-LL16,,10.89,0.44,8.71,0.35,1
LLAVE SACA TORNILLO T-17,TODO MOTO 668,TM668-LL17,,10.89,0.44,8.71,0.35,1
LLAVE SACA TORNILLO T-19,TODO MOTO 668,TM668-LL9H,,10.89,0.44,8.71,0.35,1
LUCE CRUCE HORSE150,TODO MOTO 668,TM668-V517,,14.09,0.56,11.28,0.45,1
LUNA DE BRURRO JAGUAR 150,TODO MOTO 668,TM668-LB1H,,14.09,0.56,11.28,0.45,1
LUZ DE CRUCE BERA SOCIALISTA 150 UNO PRECIO,TODO MOTO 668,TM668-CQ27,,14.09,0.56,11.28,0.45,1
LUZ DE CRUCE HORSE 150,TODO MOTO 668,TM668-R94T,,10.94,0.44,8.75,0.35,1
LUZ LED CON FLASH AMARILLO PAR PRECIO,TODO MOTO 668,TM668-LZ44,,10.94,0.44,8.75,0.35,1
LUZ LED DE CRUCE PAR PRECIO,TODO MOTO 668,TM668-LZ77,,10.94,0.44,8.75,0.35,1
LUZ MODULAR  1 LED PELOTA ROSADO,TODO MOTO 668,TM668-4036ROS,,10.94,0.44,8.75,0.35,1
LUZ MODULAR 1 LED  PELOTA AZUL CIELO,TODO MOTO 668,TM668-4036AZU,,10.94,0.44,8.75,0.35,1
LUZ MODULAR 1 LED AMARILLO,TODO MOTO 668,TM668-7520AM,,10.89,0.44,8.71,0.35,1
